Number,Catalyst,Doping wt%,Support (Promoter),NH3 conversion (%),GHSV (mL g-1 h-1),Pressure (bar),Pressure (atm),Temperature (C),Temperature (K),NH3 in (mol g-1 h-1),NH3 conversion,NH3 out (mol g-1 h-1),Reaction rate (mol H2 g-1 h-1)
,Ru,10,ャ-Al2O3,8.665,3000,1.01325,1,339.698,612.848,0.133932,0.08665,0.122326792,0.017407812
,Ru,10,ャ-Al2O3,12.098,3000,1.01325,1,351.211,624.361,0.133932,0.12098,0.117728907,0.02430464
,Ru,10,ャ-Al2O3,14.893,3000,1.01325,1,359.103,632.253,0.133932,0.14893,0.113985507,0.029919739
,Ru,10,ャ-Al2O3,20.243,3000,1.01325,1,372.09,645.24,0.133932,0.20243,0.106820145,0.040667782
,Ru,10,ャ-Al2O3,24.236,3000,1.01325,1,379.483,652.633,0.133932,0.24236,0.10147224,0.048689639
,Ru,10,ャ-Al2O3,30.464,3000,1.01325,1,389.008,662.158,0.133932,0.30464,0.093130956,0.061201567
,Ru,10,ャ-Al2O3,34.696,3000,1.01325,1,394.589,667.739,0.133932,0.34696,0.087462953,0.06970357
,Ru,10,ャ-Al2O3,38.209,3000,1.01325,1,398.362,671.512,0.133932,0.38209,0.082757922,0.076761117
35,Ru,4.6,Ca(NH2)2,0.407,60000,1.01325,1,303.631,576.781,2.67864,0.00407,2.667737935,0.016353097
,Ru,4.6,Ca(NH2)2,1.025,60000,1.01325,1,326.037,599.187,2.67864,0.01025,2.65118394,0.04118409
,Ru,4.6,Ca(NH2)2,2.37,60000,1.01325,1,351.214,624.364,2.67864,0.0237,2.615156232,0.095225652
,Ru,4.6,Ca(NH2)2,4.443,60000,1.01325,1,377.013,650.163,2.67864,0.04443,2.559628025,0.178517963
,Ru,4.6,Ca(NH2)2,7.727,60000,1.01325,1,401.292,674.442,2.67864,0.07727,2.471661487,0.310467769
,Ru,4.6,Ca(NH2)2,12.465,60000,1.01325,1,424.667,697.817,2.67864,0.12465,2.344747524,0.500838714
,Ru,4.6,Ca(NH2)2,18.174,60000,1.01325,1,450.508,723.658,2.67864,0.18174,2.191823966,0.73022405
,Ru,4.6,Ca(NH2)2,26.547,60000,1.01325,1,474.232,747.382,2.67864,0.26547,1.967541439,1.066647841
,Ru,4.6,Ca(NH2)2,30.998,60000,1.01325,1,487.587,760.737,2.67864,0.30998,1.848315173,1.245487241
,Ru,4.6,Ca(NH2)2,35.406,60000,1.01325,1,499.803,772.953,2.67864,0.35406,1.730240722,1.422598918
,Ru,4.6,Ca(NH2)2,48.384,60000,1.01325,1,524.807,797.957,2.67864,0.48384,1.382606822,1.944049766
,Ru,4.6,Ca(NH2)2,64.393,60000,1.01325,1,550.768,823.918,2.67864,0.64393,0.953783345,2.587284983
,Ru,4.6,Ca(NH2)2,78.583,60000,1.01325,1,575.48,848.63,2.67864,0.78583,0.573684329,3.157433507
,Ru,4.6,Ca(NH2)2,99.148,60000,1.01325,1,599.92,873.07,2.67864,0.99148,0.022822013,3.983726981
36,Ru,4.4,Ba(NH2)2,2.224,60000,1.01325,1,302.425,575.575,2.67864,0.02224,2.619067046,0.08935943
,Ru,4.4,Ba(NH2)2,3.933,60000,1.01325,1,326.378,599.528,2.67864,0.03933,2.573289089,0.158026367
,Ru,4.4,Ba(NH2)2,7.217,60000,1.01325,1,351.27,624.42,2.67864,0.07217,2.485322551,0.289976173
,Ru,4.4,Ba(NH2)2,12.562,60000,1.01325,1,375.88,649.03,2.67864,0.12562,2.342149243,0.504736135
,Ru,4.4,Ba(NH2)2,20.087,60000,1.01325,1,400.208,673.358,2.67864,0.20087,2.140581583,0.807087625
,Ru,4.4,Ba(NH2)2,31.006,60000,1.01325,1,425.802,698.952,2.67864,0.31006,1.848100882,1.245808678
,Ru,4.4,Ba(NH2)2,36.56,60000,1.01325,1,439.599,712.749,2.67864,0.3656,1.699329216,1.468966176
,Ru,4.4,Ba(NH2)2,40.833,60000,1.01325,1,450.464,723.614,2.67864,0.40833,1.584870929,1.640653607
,Ru,4.4,Ba(NH2)2,47.026,60000,1.01325,1,475.39,748.54,2.67864,0.47026,1.418982754,1.88948587
,Ru,4.4,Ba(NH2)2,48.493,60000,1.01325,1,499.954,773.104,2.67864,0.48493,1.379687105,1.948429343
,Ru,4.4,Ba(NH2)2,50.081,60000,1.01325,1,525.134,798.284,2.67864,0.50081,1.337150302,2.012234548
,Ru,4.4,Ba(NH2)2,56.88,60000,1.01325,1,551.601,824.751,2.67864,0.5688,1.155029568,2.285415648
,Ru,4.4,Ba(NH2)2,63.346,60000,1.01325,1,574.446,847.596,2.67864,0.63346,0.981828706,2.545216942
,Ru,4.4,Ba(NH2)2,71.145,60000,1.01325,1,599.279,872.429,2.67864,0.71145,0.772921572,2.858577642
37,Ru,5,Mg(NH2)2,1.037,60000,1.01325,1,350.585,623.735,2.67864,0.01037,2.650862503,0.041666245
,Ru,5,Mg(NH2)2,1.05,60000,1.01325,1,375.286,648.436,2.67864,0.0105,2.65051428,0.04218858
,Ru,5,Mg(NH2)2,3.001,60000,1.01325,1,400.163,673.313,2.67864,0.03001,2.598254014,0.12057898
,Ru,5,Mg(NH2)2,7.194,60000,1.01325,1,425.373,698.523,2.67864,0.07194,2.485938638,0.289052042
,Ru,5,Mg(NH2)2,12.418,60000,1.01325,1,450.288,723.438,2.67864,0.12418,2.346006485,0.498950273
,Ru,5,Mg(NH2)2,19.822,60000,1.01325,1,475.841,748.991,2.67864,0.19822,2.147679979,0.796440031
,Ru,5,Mg(NH2)2,32.255,60000,1.01325,1,499.766,772.916,2.67864,0.32255,1.814644668,1.295992998
,Ru,5,Mg(NH2)2,40.148,60000,1.01325,1,513.509,786.659,2.67864,0.40148,1.603219613,1.613130581
,Ru,5,Mg(NH2)2,47.559,60000,1.01325,1,525.041,798.191,2.67864,0.47559,1.404705602,1.910901596
,Ru,5,Mg(NH2)2,65.845,60000,1.01325,1,549.364,822.514,2.67864,0.65845,0.914889492,2.645625762
,Ru,5,Mg(NH2)2,75.279,60000,1.01325,1,564.573,837.723,2.67864,0.75279,0.662186594,3.024680108
,Ru,5,Mg(NH2)2,82.208,60000,1.01325,1,574.638,847.788,2.67864,0.82208,0.476583629,3.303084557
,Ru,5,Mg(NH2)2,89.91,60000,1.01325,1,588.853,862.003,2.67864,0.8991,0.270274776,3.612547836
,Ru,5,Mg(NH2)2,95.974,60000,1.01325,1,599.396,872.546,2.67864,0.95974,0.107842046,3.85619693
38,Ru,4.7,MgO,2.939,60000,1.01325,1,375.614,648.764,2.67864,0.02939,2.59991477,0.118087844
,Ru,4.7,MgO,6.234,60000,1.01325,1,400.201,673.351,2.67864,0.06234,2.511653582,0.250479626
,Ru,4.7,MgO,11.743,60000,1.01325,1,425.587,698.737,2.67864,0.11743,2.364087305,0.471829043
,Ru,4.7,MgO,21.553,60000,1.01325,1,449.972,723.122,2.67864,0.21553,2.101312721,0.865990919
,Ru,4.7,MgO,29.025,60000,1.01325,1,463.368,736.518,2.67864,0.29025,1.90116474,1.16621289
,Ru,4.7,MgO,36.666,60000,1.01325,1,474.989,748.139,2.67864,0.36666,1.696489858,1.473225214
,Ru,4.7,MgO,49.214,60000,1.01325,1,488.993,762.143,2.67864,0.49214,1.36037411,1.977398834
,Ru,4.7,MgO,59.953,60000,1.01325,1,499.613,772.763,2.67864,0.59953,1.072714961,2.408887559
,Ru,4.7,MgO,69.049,60000,1.01325,1,512.626,785.776,2.67864,0.69049,0.829065866,2.7743612
,Ru,4.7,MgO,78.817,60000,1.01325,1,525.891,799.041,2.67864,0.78817,0.567416311,3.166835533
,Ru,4.7,MgO,87.624,60000,1.01325,1,538.17,811.32,2.67864,0.87624,0.331508486,3.52069727
,Ru,4.7,MgO,95.805,60000,1.01325,1,549.955,823.105,2.67864,0.95805,0.112368948,3.849406578
,Ru,4.7,MgO,98.36,60000,1.01325,1,563.014,836.164,2.67864,0.9836,0.043929696,3.952065456
,Ru,4.7,MgO,99.855,60000,1.01325,1,571.677,844.827,2.67864,0.99855,0.003884028,4.012133958
39,Ru-K,1,CaO,0.293,9000,1.01325,1,267.983,541.133,0.401796,0.00293,0.400618738,0.001765893
,Ru-K,1,CaO,0.877,9000,1.01325,1,299.169,572.319,0.401796,0.00877,0.398272249,0.005285626
,Ru-K,1,CaO,2.224,9000,1.01325,1,349.251,622.401,0.401796,0.02224,0.392860057,0.013403915
,Ru-K,1,CaO,5.369,9000,1.01325,1,377.4,650.55,0.401796,0.05369,0.380223573,0.032358641
,Ru-K,1,CaO,7.799,9000,1.01325,1,397.987,671.137,0.401796,0.07799,0.37045993,0.047004105
,Ru-K,1,CaO,17.188,9000,1.01325,1,428.761,701.911,0.401796,0.17188,0.332735304,0.103591045
,Ru-K,1,CaO,24.091,9000,1.01325,1,449.503,722.653,0.401796,0.24091,0.304999326,0.145195012
,Ru-K,1,CaO,36.461,9000,1.01325,1,472.207,745.357,0.401796,0.36461,0.25529716,0.219748259
,Ru-K,1,CaO,44.227,9000,1.01325,1,485.973,759.123,0.401796,0.44227,0.224093683,0.266553475
,Ru-K,1,CaO,53.822,9000,1.01325,1,500.624,773.774,0.401796,0.53822,0.185541357,0.324381965
,Ru-K,1,CaO,67.072,9000,1.01325,1,515.344,788.494,0.401796,0.67072,0.132303387,0.40423892
,Ru-K,1,CaO,80.658,9000,1.01325,1,530.22,803.37,0.401796,0.80658,0.077715382,0.486120927
,Ru-K,1,CaO,91.257,9000,1.01325,1,541.469,814.619,0.401796,0.91257,0.035129024,0.550000464
,Ru-K,1,CaO,99.767,9000,1.01325,1,549.818,822.968,0.401796,0.99767,0.000936185,0.601289723
40,Ru-K,2,CaO,3.024,9000,1.01325,1,275.735,548.885,0.401796,0.03024,0.389645689,0.018225467
,Ru-K,2,CaO,5.107,9000,1.01325,1,300.327,573.477,0.401796,0.05107,0.381276278,0.030779583
,Ru-K,2,CaO,10.387,9000,1.01325,1,326.982,600.132,0.401796,0.10387,0.360061449,0.062601826
,Ru-K,2,CaO,15.382,9000,1.01325,1,349.767,622.917,0.401796,0.15382,0.339991739,0.092706391
,Ru-K,2,CaO,27.052,9000,1.01325,1,375.085,648.235,0.401796,0.27052,0.293102146,0.163040781
,Ru-K,2,CaO,38.91,9000,1.01325,1,399.95,673.1,0.401796,0.3891,0.245457176,0.234508235
,Ru-K,2,CaO,53.773,9000,1.01325,1,422.324,695.474,0.401796,0.53773,0.185738237,0.324086645
,Ru-K,2,CaO,67.13,9000,1.01325,1,439.911,713.061,0.401796,0.6713,0.132070345,0.404588482
,Ru-K,2,CaO,74.374,9000,1.01325,1,450.187,723.337,0.401796,0.74374,0.102964243,0.448247636
,Ru-K,2,CaO,83.786,9000,1.01325,1,472.536,745.686,0.401796,0.83786,0.065147203,0.504973195
,Ru-K,2,CaO,90.659,9000,1.01325,1,492.143,765.293,0.401796,0.90659,0.037531764,0.546396353
,Ru-K,2,CaO,93.766,9000,1.01325,1,500.806,773.956,0.401796,0.93766,0.025047963,0.565122056
,Ru-K,2,CaO,98.107,9000,1.01325,1,529.051,802.201,0.401796,0.98107,0.007605998,0.591285003
,Ru-K,2,CaO,99.62,9000,1.01325,1,543.625,816.775,0.401796,0.9962,0.001526825,0.600403763
41,Ru-K,3,CaO,3.292,9000,1.01325,1,259.317,532.467,0.401796,0.03292,0.388568876,0.019840686
,Ru-K,3,CaO,9.001,9000,1.01325,1,299.205,572.355,0.401796,0.09001,0.365630342,0.054248487
,Ru-K,3,CaO,18.766,9000,1.01325,1,327.96,601.11,0.401796,0.18766,0.326394963,0.113101556
,Ru-K,3,CaO,27.504,9000,1.01325,1,347.755,620.905,0.401796,0.27504,0.291286028,0.165764958
,Ru-K,3,CaO,40.425,9000,1.01325,1,370.333,643.483,0.401796,0.40425,0.239369967,0.24363905
,Ru-K,3,CaO,53.714,9000,1.01325,1,388.098,661.248,0.401796,0.53714,0.185975297,0.323731055
,Ru-K,3,CaO,61.64,9000,1.01325,1,399.244,672.394,0.401796,0.6164,0.154128946,0.371500582
,Ru-K,3,CaO,73.278,9000,1.01325,1,419.261,692.411,0.401796,0.73278,0.107367927,0.441642109
,Ru-K,3,CaO,84.031,9000,1.01325,1,437.376,710.526,0.401796,0.84031,0.064162803,0.506449795
,Ru-K,3,CaO,90.801,9000,1.01325,1,449.563,722.713,0.401796,0.90801,0.036961214,0.547252179
,Ru-K,3,CaO,96.139,9000,1.01325,1,475.008,748.158,0.401796,0.96139,0.015513344,0.579423985
,Ru-K,3,CaO,99.585,9000,1.01325,1,498.149,771.299,0.401796,0.99585,0.001667453,0.60019282
,Ru-K,3,CaO,99.749,9000,1.01325,1,522.358,795.508,0.401796,0.99749,0.001008508,0.601181238
,Ru-K,3,CaO,99.762,9000,1.01325,1,541.869,815.019,0.401796,0.99762,0.000956274,0.601259588
42,Ru-K,5,CaO,2.543,9000,1.01325,1,259.116,532.266,0.401796,0.02543,0.391578328,0.015326508
,Ru-K,5,CaO,7.174,9000,1.01325,1,299.426,572.576,0.401796,0.07174,0.372971155,0.043237268
,Ru-K,5,CaO,14.346,9000,1.01325,1,324.179,597.329,0.401796,0.14346,0.344154346,0.086462481
,Ru-K,5,CaO,22.713,9000,1.01325,1,349.572,622.722,0.401796,0.22713,0.310536075,0.136889888
,Ru-K,5,CaO,34.86,9000,1.01325,1,370.157,643.307,0.401796,0.3486,0.261729914,0.210099128
,Ru-K,5,CaO,48.017,9000,1.01325,1,390.866,664.016,0.401796,0.48017,0.208865615,0.289395578
,Ru-K,5,CaO,53.477,9000,1.01325,1,399.561,672.711,0.401796,0.53477,0.186927553,0.32230267
,Ru-K,5,CaO,62.714,9000,1.01325,1,413.301,686.451,0.401796,0.62714,0.149813657,0.377973515
,Ru-K,5,CaO,76.225,9000,1.01325,1,432.004,705.154,0.401796,0.76225,0.095526999,0.459403502
,Ru-K,5,CaO,84.877,9000,1.01325,1,443.801,716.951,0.401796,0.84877,0.060763609,0.511548586
,Ru-K,5,CaO,90.445,9000,1.01325,1,450.032,723.182,0.401796,0.90445,0.038391608,0.545106588
,Ru-K,5,CaO,95.792,9000,1.01325,1,478.551,751.701,0.401796,0.95792,0.016907576,0.577332636
,Ru-K,5,CaO,99.477,9000,1.01325,1,500.65,773.8,0.401796,0.99477,0.002101393,0.59954191
,Ru-K,5,CaO,99.969,9000,1.01325,1,530.19,803.34,0.401796,0.99969,0.000124557,0.602507165
43,Ru-K,7,CaO,1.52,9000,1.01325,1,264.471,537.621,0.401796,0.0152,0.395688701,0.009160949
,Ru-K,7,CaO,3.199,9000,1.01325,1,299.465,572.615,0.401796,0.03199,0.388942546,0.019280181
,Ru-K,7,CaO,8.474,9000,1.01325,1,331.888,605.038,0.401796,0.08474,0.367747807,0.05107229
,Ru-K,7,CaO,12.348,9000,1.01325,1,349.407,622.557,0.401796,0.12348,0.35218223,0.074420655
,Ru-K,7,CaO,24.318,9000,1.01325,1,379.654,652.804,0.401796,0.24318,0.304087249,0.146563127
,Ru-K,7,CaO,33.812,9000,1.01325,1,398.831,671.981,0.401796,0.33812,0.265940736,0.203782895
,Ru-K,7,CaO,49.857,9000,1.01325,1,423.129,696.279,0.401796,0.49857,0.201472568,0.300485148
,Ru-K,7,CaO,64.341,9000,1.01325,1,442.345,715.495,0.401796,0.64341,0.143276436,0.387779347
,Ru-K,7,CaO,69.961,9000,1.01325,1,450.329,723.479,0.401796,0.69961,0.1206955,0.421650749
,Ru-K,7,CaO,80.173,9000,1.01325,1,471.322,744.472,0.401796,0.80173,0.079664093,0.483197861
,Ru-K,7,CaO,88.988,9000,1.01325,1,490.874,764.024,0.401796,0.88988,0.044245776,0.536325337
,Ru-K,7,CaO,93.321,9000,1.01325,1,501.011,774.161,0.401796,0.93321,0.026835955,0.562440068
,Ru-K,7,CaO,95.574,9000,1.01325,1,525.591,798.741,0.401796,0.95574,0.017783491,0.576018764
,Ru-K,7,CaO,97.378,9000,1.01325,1,546.555,819.705,0.401796,0.97378,0.010535091,0.586891363
44,Ru-K,3,CaO,0.589,9000,1.01325,1,255.331,528.481,0.401796,0.00589,0.399429422,0.003549868
,Ru-K,3,CaO,1.802,9000,1.01325,1,300.129,573.279,0.401796,0.01802,0.394555636,0.010860546
,Ru-K,3,CaO,4,9000,1.01325,1,326.38,599.53,0.401796,0.04,0.38572416,0.02410776
,Ru-K,3,CaO,6.562,9000,1.01325,1,351.114,624.264,0.401796,0.06562,0.375430146,0.03954878
,Ru-K,3,CaO,14.37,9000,1.01325,1,378.42,651.57,0.401796,0.1437,0.344057915,0.086607128
,Ru-K,3,CaO,21.495,9000,1.01325,1,399.586,672.736,0.401796,0.21495,0.31542995,0.129549075
,Ru-K,3,CaO,34.667,9000,1.01325,1,418.77,691.92,0.401796,0.34667,0.262505381,0.208935929
,Ru-K,3,CaO,49.481,9000,1.01325,1,436.623,709.773,0.401796,0.49481,0.202983321,0.298219018
,Ru-K,3,CaO,59.852,9000,1.01325,1,449.225,722.375,0.401796,0.59852,0.161313058,0.360724413
,Ru-K,3,CaO,75.556,9000,1.01325,1,469.89,743.04,0.401796,0.75556,0.098215014,0.455371479
,Ru-K,3,CaO,88.741,9000,1.01325,1,486.699,759.849,0.401796,0.88741,0.045238212,0.534836683
,Ru-K,3,CaO,97.037,9000,1.01325,1,499.317,772.467,0.401796,0.97037,0.011905215,0.584836177
,Ru-K,3,CaO,98.222,9000,1.01325,1,522.548,795.698,0.401796,0.98222,0.007143933,0.591978101
,Ru-K,3,CaO,99.259,9000,1.01325,1,542.611,815.761,0.401796,0.99259,0.002977308,0.598228037
45,Ru,3,CaO,0.202,9000,1.01325,1,277.792,550.942,0.401796,0.00202,0.400984372,0.001217442
,Ru,3,CaO,0.32,9000,1.01325,1,300.009,573.159,0.401796,0.0032,0.400510253,0.001928621
,Ru,3,CaO,1.966,9000,1.01325,1,350.722,623.872,0.401796,0.01966,0.393896691,0.011848964
,Ru,3,CaO,3.704,9000,1.01325,1,375.326,648.476,0.401796,0.03704,0.386913476,0.022323786
,Ru,3,CaO,6.552,9000,1.01325,1,400.296,673.446,0.401796,0.06552,0.375470326,0.039488511
,Ru,3,CaO,13.778,9000,1.01325,1,427.368,700.518,0.401796,0.13778,0.346436547,0.083039179
,Ru,3,CaO,20.309,9000,1.01325,1,449.107,722.257,0.401796,0.20309,0.32019525,0.122401124
,Ru,3,CaO,29.054,9000,1.01325,1,462.086,735.236,0.401796,0.29054,0.28505819,0.175106715
,Ru,3,CaO,40.444,9000,1.01325,1,475.772,748.922,0.401796,0.40444,0.239293626,0.243753561
,Ru,3,CaO,50.053,9000,1.01325,1,488.334,761.484,0.401796,0.50053,0.200685048,0.301666428
,Ru,3,CaO,58.054,9000,1.01325,1,499.425,772.575,0.401796,0.58054,0.16853735,0.349887975
,Ru,3,CaO,68.625,9000,1.01325,1,511.938,785.088,0.401796,0.68625,0.126063495,0.413598758
,Ru,3,CaO,90.93,9000,1.01325,1,538.842,811.992,0.401796,0.9093,0.036442897,0.548029654
,Ru,3,CaO,98.116,9000,1.01325,1,547.886,821.036,0.401796,0.98116,0.007569837,0.591339245
46,Ru-K,3,CaO,1.989,9000,1.01325,1,256.652,529.802,0.401796,0.01989,0.393804278,0.011987584
,Ru-K,3,CaO,5.349,9000,1.01325,1,279.697,552.847,0.401796,0.05349,0.380303932,0.032238102
,Ru-K,3,CaO,8.429,9000,1.01325,1,299.861,573.011,0.401796,0.08429,0.367928615,0.050801077
,Ru-K,3,CaO,17.388,9000,1.01325,1,326.637,599.787,0.401796,0.17388,0.331931712,0.104796433
,Ru-K,3,CaO,25.508,9000,1.01325,1,349.206,622.356,0.401796,0.25508,0.299305876,0.153735186
,Ru-K,3,CaO,34.467,9000,1.01325,1,363.339,636.489,0.401796,0.34467,0.263308973,0.207730541
,Ru-K,3,CaO,53.226,9000,1.01325,1,390.934,664.084,0.401796,0.53226,0.187936061,0.320789908
,Ru-K,3,CaO,59.759,9000,1.01325,1,399.095,672.245,0.401796,0.59759,0.161686728,0.360163907
,Ru-K,3,CaO,68.065,9000,1.01325,1,412.346,685.496,0.401796,0.68065,0.128313553,0.410223671
,Ru-K,3,CaO,85.797,9000,1.01325,1,438.173,711.323,0.401796,0.85797,0.057067086,0.517093371
,Ru-K,3,CaO,93.077,9000,1.01325,1,448.547,721.697,0.401796,0.93077,0.027816337,0.560969494
,Ru-K,3,CaO,96.437,9000,1.01325,1,474.698,747.848,0.401796,0.96437,0.014315991,0.581220013
,Ru-K,3,CaO,99.89,9000,1.01325,1,498.63,771.78,0.401796,0.9989,0.000441976,0.602031037
,Ru-K,3,CaO,99.983,9000,1.01325,1,544.546,817.696,0.401796,0.99983,6.83E-05,0.602591542
47,Ru,2,MgAl,6.679,30000,1.01325,1,352.596,625.746,1.33932,0.06679,1.249866817,0.134179774
,Ru,2,MgAl,9.432,30000,1.01325,1,370.386,643.536,1.33932,0.09432,1.212995338,0.189486994
,Ru,2,MgAl,13.098,30000,1.01325,1,387.148,660.298,1.33932,0.13098,1.163895866,0.2631362
,Ru,2,MgAl,16.37,30000,1.01325,1,399.27,672.42,1.33932,0.1637,1.120073316,0.328870026
,Ru,2,MgAl,22.908,30000,1.01325,1,416.042,689.192,1.33932,0.22908,1.032508574,0.460217138
,Ru,2,MgAl,31.013,30000,1.01325,1,433.591,706.741,1.33932,0.31013,0.923956688,0.623044967
,Ru,2,MgAl,37.679,30000,1.01325,1,446.24,719.39,1.33932,0.37679,0.834677617,0.756963574
,Ru,2,MgAl,45.781,30000,1.01325,1,458.893,732.043,1.33932,0.45781,0.726165911,0.919731134
,Ru,2,MgAl,54.013,30000,1.01325,1,470.001,743.151,1.33932,0.54013,0.615913088,1.085110367
,Ru,2,MgAl,63.028,30000,1.01325,1,481.111,754.261,1.33932,0.63028,0.49517339,1.266219914
,Ru,2,MgAl,72.565,30000,1.01325,1,492.996,766.146,1.33932,0.72565,0.367442442,1.457816337
,Ru,2,MgAl,81.972,30000,1.01325,1,505.654,778.804,1.33932,0.81972,0.24145261,1.646801086
